Index,CHEMBL_ID,PUBCHEM_CID,IUPAC_Name,Original_SMILES,Original_InChi,Original_InChiKey,DSSTOX_SUBSTANCE_ID,CASRN,PREFERRED_NAME,Canonical_QSARr,InChI_Code_QSARr,InChIKey_QSARr,Salt_Solvent,Salt_Solvent_ID,QC_Level,CalculatedLogPapp,PappClass,Source,tr_tst,outliers
Caco-5425,CHEMBL399595,44433607,"N-[(5R)-5-amino-5-methyl-4-oxo-3-oxa-18-azatricyclo[15.3.1.17,11]docosa-1(21),7,9,11(22),17,19-hexaen-19-yl]-N-methylmethanesulfonamide  ",CN(c1cc2COC(=O)[C@](C)(N)Cc3cccc(CCCCCc(c2)n1)c3)S(=O)(=O)C,"InChI=1S/C23H31N3O4S/c1-23(24)15-18-10-7-9-17(12-18)8-5-4-6-11-20-13-19(16-30-22(23)27)14-21(25-20)26(2)31(3,28)29/h7,9-10,12-14H,4-6,8,11,15-16,24H2,1-3H3/t23-/m1/s1",MHQXMTAKLYGYAJ-HSZRJFAPSA-N,?,CHEMBL399595,"",CN(C1C=C2COC(=O)C(C)(N)CC3C=C(CCCCCC(=C2)N=1)C=CC=3)S(C)(=O)=O,"InChI=1S/C23H31N3O4S/c1-23(24)15-18-10-7-9-17(12-18)8-5-4-6-11-20-13-19(16-30-22(23)27)14-21(25-20)26(2)31(328)29/h79-1012-14H4-681115-1624H21-3H3",MHQXMTAKLYGYAJ-UHFFFAOYSA-N,<undefined>,0,Low,-4.537602002,0,CHEMBL,0,1
Caco-5428,CHEMBL3819010,122390408,"N-[2-(3-iodophenoxy)-4-nitrophenyl]methanesulfonamide  ",CS(=O)(=O)Nc1ccc(cc1Oc2cccc(I)c2)[N+](=O)[O-],"InChI=1S/C13H11IN2O5S/c1-22(19,20)15-12-6-5-10(16(17)18)8-13(12)21-11-4-2-3-9(14)7-11/h2-8,15H,1H3",ZKYYRZLLBBKBDY-UHFFFAOYSA-N,?,CHEMBL3819010,"",CS(=O)(=O)NC1=CC=C(C=C1OC1C=C(I)C=CC=1)[N+]([O-])=O,"InChI=1S/C13H11IN2O5S/c1-22(1920)15-12-6-5-10(16(17)18)8-13(12)21-11-4-2-3-9(14)7-11/h2-815H1H3",ZKYYRZLLBBKBDY-UHFFFAOYSA-N,<undefined>,0,Low,-4.534617149,0,CHEMBL,0,1
Caco-5430,CHEMBL243071,23625324,"N-methyl-N-[1-[[(2R)-1-(3-morpholin-4-ylpropylamino)-1-oxo-3-phenylpropan-2-yl]carbamoyl]cyclopentyl]-1-benzothiophene-2-carboxamide  ",CN(C(=O)c1cc2ccccc2s1)C3(CCCC3)C(=O)N[C@H](Cc4ccccc4)C(=O)NCCCN5CCOCC5,"InChI=1S/C32H40N4O4S/c1-35(30(38)28-23-25-12-5-6-13-27(25)41-28)32(14-7-8-15-32)31(39)34-26(22-24-10-3-2-4-11-24)29(37)33-16-9-17-36-18-20-40-21-19-36/h2-6,10-13,23,26H,7-9,14-22H2,1H3,(H,33,37)(H,34,39)/t26-/m1/s1",CQWNINTZIMKGDV-AREMUKBSSA-N,?,CHEMBL243071,"",CN(C(=O)C1=CC2=CC=CC=C2S1)C1(CCCC1)C(=O)NC(CC1C=CC=CC=1)C(=O)NCCCN1CCOCC1,"InChI=1S/C32H40N4O4S/c1-35(30(38)28-23-25-12-5-6-13-27(25)41-28)32(14-7-8-15-32)31(39)34-26(22-24-10-3-2-4-11-24)29(37)33-16-9-17-36-18-20-40-21-19-36/h2-610-132326H7-914-22H21H3(H3337)(H3439)",CQWNINTZIMKGDV-UHFFFAOYSA-N,<undefined>,0,Low,-4.530177984,0,CHEMBL,0,1
Caco-5432,CHEMBL3125394,57411837,"4-[2-(4-chloro-2-methyl-2,3-dihydroindol-1-yl)-2-oxoethyl]-2-morpholin-4-yl-1,3-thiazole-5-carboxamide  ",CC1Cc2c(Cl)cccc2N1C(=O)Cc3nc(sc3C(=O)N)N4CCOCC4,"InChI=1S/C19H21ClN4O3S/c1-11-9-12-13(20)3-2-4-15(12)24(11)16(25)10-14-17(18(21)26)28-19(22-14)23-5-7-27-8-6-23/h2-4,11H,5-10H2,1H3,(H2,21,26)",TVZPBIBWLNLUKK-UHFFFAOYSA-N,?,CHEMBL3125394,"",CC1CC2=C(Cl)C=CC=C2N1C(=O)CC1N=C(SC=1C(N)=O)N1CCOCC1,"InChI=1S/C19H21ClN4O3S/c1-11-9-12-13(20)3-2-4-15(12)24(11)16(25)10-14-17(18(21)26)28-19(22-14)23-5-7-27-8-6-23/h2-411H5-10H21H3(H22126)",TVZPBIBWLNLUKK-UHFFFAOYSA-N,<undefined>,0,Low,-4.528708289,0,CHEMBL,0,1
Caco-5435,CHEMBL1771790,54581661,"5-fluoro-1-[(1-methylindazol-5-yl)methyl]-4-oxoquinoline-3-carboxylic acid ",Cn1ncc2cc(CN3C=C(C(=O)O)C(=O)c4c(F)cccc34)ccc12,"InChI=1S/C19H14FN3O3/c1-22-15-6-5-11(7-12(15)8-21-22)9-23-10-13(19(25)26)18(24)17-14(20)3-2-4-16(17)23/h2-8,10H,9H2,1H3,(H,25,26)",IINNYDBIZMTPEV-UHFFFAOYSA-N,?,CHEMBL1771790,"",CN1N=CC2=CC(CN3C=C(C(O)=O)C(=O)C4C3=CC=CC=4F)=CC=C12,"InChI=1S/C19H14FN3O3/c1-22-15-6-5-11(7-12(15)8-21-22)9-23-10-13(19(25)26)18(24)17-14(20)3-2-4-16(17)23/h2-810H9H21H3(H2526)",IINNYDBIZMTPEV-UHFFFAOYSA-N,<undefined>,0,Low,-4.522878745,0,CHEMBL,0,1
Caco-5444,CHEMBL2315130,16035876,"N-(2-cyclopropylethyl)-6-[4-[5-fluoro-2-(trifluoromethyl)benzoyl]piperazin-1-yl]pyridazine-3-carboxamide  ",Fc1ccc(c(c1)C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCC4CC4)C(F)(F)F,"InChI=1S/C22H23F4N5O2/c23-15-3-4-17(22(24,25)26)16(13-15)21(33)31-11-9-30(10-12-31)19-6-5-18(28-29-19)20(32)27-8-7-14-1-2-14/h3-6,13-14H,1-2,7-12H2,(H,27,32)",QMZSSLLJQUFMHM-UHFFFAOYSA-N,?,840489-44-3,"",O=C(C1=CC(F)=CC=C1C(F)(F)F)N1CCN(CC1)C1C=CC(=NN=1)C(=O)NCCC1CC1,"InChI=1S/C22H23F4N5O2/c23-15-3-4-17(22(2425)26)16(13-15)21(33)31-11-9-30(10-12-31)19-6-5-18(28-29-19)20(32)27-8-7-14-1-2-14/h3-613-14H1-27-12H2(H2732)",QMZSSLLJQUFMHM-UHFFFAOYSA-N,<undefined>,0,Low,-4.522878745,0,CHEMBL,0,1
Caco-5446,CHEMBL2402263,15982392,"ethyl 6-[4-(benzylsulfonylcarbamoylamino)piperidin-1-yl]-5-cyano-2-methylpyridine-3-carboxylate ",CCOC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)NC(=O)NS(=O)(=O)Cc3ccccc3,"InChI=1S/C23H27N5O5S/c1-3-33-22(29)20-13-18(14-24)21(25-16(20)2)28-11-9-19(10-12-28)26-23(30)27-34(31,32)15-17-7-5-4-6-8-17/h4-8,13,19H,3,9-12,15H2,1-2H3,(H2,26,27,30)",XBDVSNZJEZABEP-UHFFFAOYSA-N,?,CHEMBL2402263,"",CC1=NC(=C(C=C1C(=O)OCC)C#N)N1CCC(CC1)NC(=O)NS(=O)(=O)CC1C=CC=CC=1,"InChI=1S/C23H27N5O5S/c1-3-33-22(29)20-13-18(14-24)21(25-16(20)2)28-11-9-19(10-12-28)26-23(30)27-34(3132)15-17-7-5-4-6-8-17/h4-81319H39-1215H21-2H3(H2262730)",XBDVSNZJEZABEP-UHFFFAOYSA-N,<undefined>,0,Low,-4.522878745,0,CHEMBL,0,0
Caco-191,?,?,"",CC(C)NCC(O)COC1C=CC=C2C=CC=CC2=1,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N,DTXSID6023525,525-66-6,"propranolol",CC(C)NCC(O)COC1C=CC=C2C=CC=CC2=1,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N,<undefined>,0,High,-4.52197335,0,Wang|Pham,0,1
Caco-130,?,?,"",[Na+].NC1=C(C=CC=C1CC([O-])=O)C(=O)C1C=CC=CC=1,"InChI=1S/C15H13NO3.Na/c16-14-11(9-13(17)18)7-4-8-12(14)15(19)10-5-2-1-3-6-10;/h1-8H,9,16H2,(H,17,18);/q;+1/p-1",MJAQSCHBMPGJES-UHFFFAOYSA-M,DTXSID8048658,61941-56-8,"amfenac sodium",NC1=C(C=CC=C1CC(O)=O)C(=O)C1C=CC=CC=1,"InChI=1S/C15H13NO3/c16-14-11(9-13(17)18)7-4-8-12(14)15(19)10-5-2-1-3-6-10/h1-8H,9,16H2,(H,17,18)",SOYCMDCMZDHQFP-UHFFFAOYSA-N,[Na+],95,High,-4.52,0,Wang,0,1
Caco-1128,?,?,"",CC1N=CC(CO)=C(CO)C=1O,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,DTXSID4023541,65-23-6,"pyridoxine",CC1N=CC(CO)=C(CO)C=1O,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,<undefined>,0,High,-4.52,0,Wang|Pham,0,1
Caco-595,?,?,"",C[C@@]12CC[C@H]3[C@H](C)CC[C@H]4[C@@H](C)C(=O)O[C@H](O1)[C@]43OO2,"InChI=1S/C15H22O5/c1-8-4-5-11-9(2)12(16)17-13-15(11)10(8)6-7-14(3,18-13)19-20-15/h8-11,13H,4-7H2,1-3H3/t8-,9-,10+,11+,13-,14-,15-/m1/s1",BLUAFEHZUWYNDE-NNWCWBAJSA-N,DTXSID2040652,63968-64-9,"artemisinin",CC12CCC3C(C)CCC4C(C)C(=O)OC(O1)C43OO2,"InChI=1S/C15H22O5/c1-8-4-5-11-9(2)12(16)17-13-15(11)10(8)6-7-14(3,18-13)19-20-15/h8-11,13H,4-7H2,1-3H3",BLUAFEHZUWYNDE-UHFFFAOYSA-N,<undefined>,0,High,-4.51952005,0,Wang,0,1
Caco-860,?,?,"",NCCCCN,"InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2",KIDHWZJUCRJVML-UHFFFAOYSA-N,DTXSID4041107,110-60-1,"putrescine",NCCCCN,"InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2",KIDHWZJUCRJVML-UHFFFAOYSA-N,<undefined>,0,High,-4.5179658,0,Wang,0,1
Caco-5458,CHEMBL3309337,118705760,"1,3-dibenzylpyrido[2,3-d]pyrimidine-2,4-dione  ",O=C1N(Cc2ccccc2)C(=O)c3cccnc3N1Cc4ccccc4,"InChI=1S/C21H17N3O2/c25-20-18-12-7-13-22-19(18)23(14-16-8-3-1-4-9-16)21(26)24(20)15-17-10-5-2-6-11-17/h1-13H,14-15H2",IBCCGXZEHKUNRQ-UHFFFAOYSA-N,?,CHEMBL3309337,"",O=C1N(CC2C=CC=CC=2)C2=NC=CC=C2C(=O)N1CC1C=CC=CC=1,"InChI=1S/C21H17N3O2/c25-20-18-12-7-13-22-19(18)23(14-16-8-3-1-4-9-16)21(26)24(20)15-17-10-5-2-6-11-17/h1-13H14-15H2",IBCCGXZEHKUNRQ-UHFFFAOYSA-N,<undefined>,0,Low,-4.515700161,0,CHEMBL,0,1
Caco-1056,?,?,"",CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",NQDJXKOVJZTUJA-UHFFFAOYSA-N,DTXSID7031797,129618-40-2,"nevirapine",CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",NQDJXKOVJZTUJA-UHFFFAOYSA-N,<undefined>,0,High,-4.51267815,0,Wang|Pham,0,1
Caco-1541,?,?,"",CC1(C)C(=O)N(C(=S)N1C1=CC(F)=C(C=C1)C(=O)NC)C1C=CC(C#N)=C(C=1)C(F)(F)F,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)",WXCXUHSOUPDCQV-UHFFFAOYSA-N,DTXSID10912307,915087-33-1,"enzalutamide",CC1(C)C(=O)N(C(=S)N1C1=CC(F)=C(C=C1)C(=O)NC)C1C=CC(C#N)=C(C=1)C(F)(F)F,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)",WXCXUHSOUPDCQV-UHFFFAOYSA-N,<undefined>,0,High,-4.5086384,0,Wang,0,1
Caco-5478,CHEMBL3410428,58029357,"N-[2-[(2S)-2-(5,6-dimethylpyrazolo[1,5-a]pyrimidin-2-yl)piperidine-1-carbonyl]phenyl]methanesulfonamide  ",Cc1cn2nc(cc2nc1C)[C@@H]3CCCCN3C(=O)c4ccccc4NS(=O)(=O)C,"InChI=1S/C21H25N5O3S/c1-14-13-26-20(22-15(14)2)12-18(23-26)19-10-6-7-11-25(19)21(27)16-8-4-5-9-17(16)24-30(3,28)29/h4-5,8-9,12-13,19,24H,6-7,10-11H2,1-3H3/t19-/m0/s1",CGIMFAGMMOHMOK-IBGZPJMESA-N,?,CHEMBL3410428,"",CC1=CN2N=C(C=C2N=C1C)C1CCCCN1C(=O)C1=CC=CC=C1NS(C)(=O)=O,"InChI=1S/C21H25N5O3S/c1-14-13-26-20(22-15(14)2)12-18(23-26)19-10-6-7-11-25(19)21(27)16-8-4-5-9-17(16)24-30(328)29/h4-58-912-131924H6-710-11H21-3H3",CGIMFAGMMOHMOK-UHFFFAOYSA-N,<undefined>,0,Low,-4.508638306,0,CHEMBL,0,1
Caco-5465,CHEMBL1801327,56659485,"5-(4-chlorophenyl)-5-(oxan-4-ylmethyl)imidazo[2,1-a]isoindole  ",Clc1ccc(cc1)C2(CC3CCOCC3)c4ccccc4c5nccn25,"InChI=1S/C22H21ClN2O/c23-18-7-5-17(6-8-18)22(15-16-9-13-26-14-10-16)20-4-2-1-3-19(20)21-24-11-12-25(21)22/h1-8,11-12,16H,9-10,13-15H2",FJLYFOIFDICQSM-UHFFFAOYSA-N,?,CHEMBL1801327,"",ClC1C=CC(=CC=1)C1(CC2CCOCC2)C2=CC=CC=C2C2=NC=CN12,"InChI=1S/C22H21ClN2O/c23-18-7-5-17(6-8-18)22(15-16-9-13-26-14-10-16)20-4-2-1-3-19(20)21-24-11-12-25(21)22/h1-811-1216H9-1013-15H2",FJLYFOIFDICQSM-UHFFFAOYSA-N,<undefined>,0,Low,-4.508638306,0,CHEMBL,0,1
Caco-5475,CHEMBL253297,44446629,"2-[4-[2-[2-(3-amino-1,2-benzoxazol-5-yl)-5-(trifluoromethyl)pyrazol-3-yl]-2-oxoethyl]-3-fluorophenyl]benzenesulfonamide  ",Nc1noc2ccc(cc12)n3nc(cc3C(=O)Cc4ccc(cc4F)c5ccccc5S(=O)(=O)N)C(F)(F)F,"InChI=1S/C25H17F4N5O4S/c26-18-9-13(16-3-1-2-4-22(16)39(31,36)37)5-6-14(18)10-20(35)19-12-23(25(27,28)29)32-34(19)15-7-8-21-17(11-15)24(30)33-38-21/h1-9,11-12H,10H2,(H2,30,33)(H2,31,36,37)",GBJUQIHMJNTHNS-UHFFFAOYSA-N,?,CHEMBL253297,"",NC1=NOC2=CC=C(C=C12)N1N=C(C=C1C(=O)CC1=CC=C(C=C1F)C1=CC=CC=C1S(N)(=O)=O)C(F)(F)F,"InChI=1S/C25H17F4N5O4S/c26-18-9-13(16-3-1-2-4-22(16)39(3136)37)5-6-14(18)10-20(35)19-12-23(25(2728)29)32-34(19)15-7-8-21-17(11-15)24(30)33-38-21/h1-911-12H10H2(H23033)(H2313637)",GBJUQIHMJNTHNS-UHFFFAOYSA-N,<undefined>,0,Low,-4.508638306,0,CHEMBL,0,0
Caco-5476,CHEMBL3086262,72736181,"methyl N-[(2S)-1-[2-[(4-bromophenyl)methyl]-2-[3-[(3R,6S,10Z)-6-tert-butyl-3-hydroxy-4,7-dioxo-5,8-diazabicyclo[10.2.2]hexadeca-1(14),10,12,15-tetraen-3-yl]propyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate ",COC(=O)N[C@H](C(=O)NN(CCC[C@@]1(O)Cc2ccc(\C=C/CNC(=O)[C@@H](NC1=O)C(C)(C)C)cc2)Cc3ccc(Br)cc3)C(C)(C)C,"InChI=1S/C36H50BrN5O6/c1-34(2,3)28-30(43)38-20-8-10-24-11-13-25(14-12-24)22-36(47,32(45)39-28)19-9-21-42(23-26-15-17-27(37)18-16-26)41-31(44)29(35(4,5)6)40-33(46)48-7/h8,10-18,28-29,47H,9,19-23H2,1-7H3,(H,38,43)(H,39,45)(H,40,46)(H,41,44)/b10-8-/t28-,29-,36-/m1/s1",UJTKSCURVAPLSV-FCASXGHNSA-N,?,CHEMBL3086262,"",COC(=O)NC(C(=O)NN(CC1C=CC(Br)=CC=1)CCCC1(O)CC2C=CC(C=CCNC(=O)C(NC1=O)C(C)(C)C)=CC=2)C(C)(C)C,"InChI=1S/C36H50BrN5O6/c1-34(23)28-30(43)38-20-8-10-24-11-13-25(14-12-24)22-36(4732(45)39-28)19-9-21-42(23-26-15-17-27(37)18-16-26)41-31(44)29(35(45)6)40-33(46)48-7/h810-1828-2947H919-23H21-7H3(H3843)(H3945)(H4046)(H4144)",UJTKSCURVAPLSV-UHFFFAOYSA-N,<undefined>,0,Low,-4.508638306,0,CHEMBL,0,1
Caco-263,?,?,"",ClC1C=CC=C(Cl)C=1NC1NCCN=1,"InChI=1S/C9H9Cl2N3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)",GJSURZIOUXUGAL-UHFFFAOYSA-N,DTXSID6022846,4205-90-7,"clonidine",ClC1C=CC=C(Cl)C=1NC1NCCN=1,"InChI=1S/C9H9Cl2N3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)",GJSURZIOUXUGAL-UHFFFAOYSA-N,<undefined>,0,High,-4.503863,0,Wang|Pham,0,1
Caco-5485,CHEMBL227875,?,"",[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1C=CC(=CC=1)OC(F)(F)F,"InChI=1S/C14H12F3N3O5/c15-14(16,17)25-10-3-1-9(2-4-10)7-23-11-5-19-6-12(20(21)22)18-13(19)24-8-11/h1-4,6,11H,5,7-8H2/t11-/m0/s1",ZLHZLMOSPGACSZ-NSHDSACASA-N,DTXSID8041163,187235-37-6,"PA-824",[O-][N+](=O)C1=CN2CC(COC2=N1)OCC1C=CC(=CC=1)OC(F)(F)F,"InChI=1S/C14H12F3N3O5/c15-14(16,17)25-10-3-1-9(2-4-10)7-23-11-5-19-6-12(20(21)22)18-13(19)24-8-11/h1-4,6,11H,5,7-8H2",ZLHZLMOSPGACSZ-UHFFFAOYSA-N,<undefined>,NaN,High,-4.500587874,0,CHEMBL,0,1
Caco-1187,?,?,"",S(N=O)C[C@H](C(=O)N1CCC[C@@H]1C(O)=O)C,"InChI=1S/C9H14N2O4S/c1-6(5-16-10-15)8(12)11-4-2-3-7(11)9(13)14/h6-7H,2-5H2,1H3,(H,13,14)/t6-,7-/m1/s1",HNIULCDUASSKOM-RNFRBKRXSA-N,DTXSID20153527,122130-63-6,"s-nitrosocaptopril",CC(CSN=O)C(=O)N1CCCC1C(O)=O,"InChI=1S/C9H14N2O4S/c1-6(5-16-10-15)8(12)11-4-2-3-7(11)9(13)14/h6-7H2-5H21H3(H1314)",HNIULCDUASSKOM-UHFFFAOYSA-N,<undefined>,0,Low,-4.5,0,Wang,0,1
Caco-5490,CHEMBL247065,10113055,"8-[(6,7-dimethoxyisoquinolin-4-yl)methyl]-1-methyl-3-(2-methylpropyl)-7H-purine-2,6-dione  ",COc1cc2cncc(Cc3nc4N(CC(C)C)C(=O)N(C)C(=O)c4[nH]3)c2cc1OC,"InChI=1S/C22H25N5O4/c1-12(2)11-27-20-19(21(28)26(3)22(27)29)24-18(25-20)7-14-10-23-9-13-6-16(30-4)17(31-5)8-15(13)14/h6,8-10,12H,7,11H2,1-5H3,(H,24,25)",YYABRKAKAPIQDP-UHFFFAOYSA-N,?,CHEMBL247065,"",CN1C(=O)C2NC(CC3C=NC=C4C=C(OC)C(=CC=34)OC)=NC=2N(CC(C)C)C1=O,"InChI=1S/C22H25N5O4/c1-12(2)11-27-20-19(21(28)26(3)22(27)29)24-18(25-20)7-14-10-23-9-13-6-16(30-4)17(31-5)8-15(13)14/h68-1012H711H21-5H3(H2425)",YYABRKAKAPIQDP-UHFFFAOYSA-N,<undefined>,0,Low,-4.49757288,0,CHEMBL,0,1
Caco-5498,CHEMBL2069711,11687981,"4-(1,3-benzothiazol-2-yl)thiophene-2-sulfonamide  ",NS(=O)(=O)c1cc(cs1)c2nc3ccccc3s2,"InChI=1S/C11H8N2O2S3/c12-18(14,15)10-5-7(6-16-10)11-13-8-3-1-2-4-9(8)17-11/h1-6H,(H2,12,14,15)",GKGZVFYMXSXLJJ-UHFFFAOYSA-N,?,882054-96-8,"",NS(=O)(=O)C1=CC(=CS1)C1=NC2=CC=CC=C2S1,"InChI=1S/C11H8N2O2S3/c12-18(1415)10-5-7(6-16-10)11-13-8-3-1-2-4-9(8)17-11/h1-6H(H2121415)",GKGZVFYMXSXLJJ-UHFFFAOYSA-N,<undefined>,0,Low,-4.494850022,0,CHEMBL,0,1
Caco-5495,CHEMBL1224093,49865879,"1H-indazol-5-yl-[2-(2-methylpropyl)pyrrolidin-2-yl]methanone  ",CC(C)CC1(CCCN1)C(=O)c2ccc3[nH]ncc3c2,"InChI=1S/C16H21N3O/c1-11(2)9-16(6-3-7-17-16)15(20)12-4-5-14-13(8-12)10-18-19-14/h4-5,8,10-11,17H,3,6-7,9H2,1-2H3,(H,18,19)",HXVMFBSINMZKRO-UHFFFAOYSA-N,?,CHEMBL1224093,"",CC(C)CC1(CCCN1)C(=O)C1C=C2C=NNC2=CC=1,"InChI=1S/C16H21N3O/c1-11(2)9-16(6-3-7-17-16)15(20)12-4-5-14-13(8-12)10-18-19-14/h4-5810-1117H36-79H21-2H3(H1819)",HXVMFBSINMZKRO-UHFFFAOYSA-N,<undefined>,0,Low,-4.494850022,0,CHEMBL,0,1
Caco-5496,CHEMBL2042692,44156749,"4-oxo-1-[[4-[4-(trifluoromethyl)phenyl]piperazin-1-yl]methyl]quinolizine-3-carboxylic acid ",OC(=O)C1=CC(=C2C=CC=CN2C1=O)CN3CCN(CC3)c4ccc(cc4)C(F)(F)F,"InChI=1S/C22H20F3N3O3/c23-22(24,25)16-4-6-17(7-5-16)27-11-9-26(10-12-27)14-15-13-18(21(30)31)20(29)28-8-2-1-3-19(15)28/h1-8,13H,9-12,14H2,(H,30,31)",UFGBBVZMBLWLPS-UHFFFAOYSA-N,?,CHEMBL2042692,"",OC(=O)C1=CC(CN2CCN(CC2)C2C=CC(=CC=2)C(F)(F)F)=C2C=CC=CN2C1=O,"InChI=1S/C22H20F3N3O3/c23-22(2425)16-4-6-17(7-5-16)27-11-9-26(10-12-27)14-15-13-18(21(30)31)20(29)28-8-2-1-3-19(15)28/h1-813H9-1214H2(H3031)",UFGBBVZMBLWLPS-UHFFFAOYSA-N,<undefined>,0,Low,-4.494850022,0,CHEMBL,0,1
Caco-5497,CHEMBL2059517,49848778,"4-[3-[5-(3-cyano-4-propan-2-yloxyphenyl)-1,2,4-thiadiazol-3-yl]-2-ethylphenyl]butanoic acid ",CCc1c(CCCC(=O)O)cccc1c2nsc(n2)c3ccc(OC(C)C)c(c3)C#N,"InChI=1S/C24H25N3O3S/c1-4-19-16(8-6-10-22(28)29)7-5-9-20(19)23-26-24(31-27-23)17-11-12-21(30-15(2)3)18(13-17)14-25/h5,7,9,11-13,15H,4,6,8,10H2,1-3H3,(H,28,29)",BEOMIFGRWSYREU-UHFFFAOYSA-N,?,CHEMBL2059517,"",CCC1C(=CC=CC=1CCCC(O)=O)C1N=C(SN=1)C1C=C(C#N)C(=CC=1)OC(C)C,"InChI=1S/C24H25N3O3S/c1-4-19-16(8-6-10-22(28)29)7-5-9-20(19)23-26-24(31-27-23)17-11-12-21(30-15(2)3)18(13-17)14-25/h57911-1315H46810H21-3H3(H2829)",BEOMIFGRWSYREU-UHFFFAOYSA-N,<undefined>,0,Low,-4.494850022,0,CHEMBL,0,1
Caco-5509,CHEMBL3747255,127040326,"(6S)-6-[(3-fluoro-4-thiomorpholin-4-ylphenyl)methoxy]-2-nitro-6,7-dihydro-5H-imidazo[2,1-b][1,3]oxazine  ",[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(N4CCSCC4)c(F)c3,"InChI=1S/C17H19FN4O4S/c18-14-7-12(1-2-15(14)20-3-5-27-6-4-20)10-25-13-8-21-9-16(22(23)24)19-17(21)26-11-13/h1-2,7,9,13H,3-6,8,10-11H2/t13-/m0/s1",DEBNUQDKUXAUQG-ZDUSSCGKSA-N,?,CHEMBL3747255,"",[O-][N+](=O)C1=CN2CC(COC2=N1)OCC1C=C(F)C(=CC=1)N1CCSCC1,"InChI=1S/C17H19FN4O4S/c18-14-7-12(1-2-15(14)20-3-5-27-6-4-20)10-25-13-8-21-9-16(22(23)24)19-17(21)26-11-13/h1-27913H3-6810-11H2",DEBNUQDKUXAUQG-UHFFFAOYSA-N,<undefined>,0,Low,-4.493359694,0,CHEMBL,0,1
Caco-5512,CHEMBL2064412,136176127,"4-morpholin-4-yl-2-[(7-phenyl-1,3-benzoxazol-2-yl)methyl]-1H-pyrimidin-6-one  ",O=C1NC(=NC(=C1)N2CCOCC2)Cc3oc4c(cccc4n3)c5ccccc5,"InChI=1S/C22H20N4O3/c27-20-14-19(26-9-11-28-12-10-26)24-18(25-20)13-21-23-17-8-4-7-16(22(17)29-21)15-5-2-1-3-6-15/h1-8,14H,9-13H2,(H,24,25,27)",BPJRFZYPRAUEAA-UHFFFAOYSA-N,?,CHEMBL2064412,"",O=C1C=C(N=C(CC2=NC3=CC=CC(C4=CC=CC=C4)=C3O2)N1)N1CCOCC1,"InChI=1S/C22H20N4O3/c27-20-14-19(26-9-11-28-12-10-26)24-18(25-20)13-21-23-17-8-4-7-16(22(17)29-21)15-5-2-1-3-6-15/h1-814H9-13H2(H242527)",BPJRFZYPRAUEAA-UHFFFAOYSA-N,<undefined>,0,Low,-4.490797478,0,CHEMBL,0,1
